key,value
UA000000107388949,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880561250346,""event_timestamp"":1593880579649206,""geo"":{""city"":""Los Angeles"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879927662729,""user_id"":""UA000000107388949""}"
UA000000107395136,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880580520931,""geo"":{""city"":""Winter Haven"",""state"":""FL""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880580520931,""user_id"":""UA000000107395136""}"
UA000000107395144,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880581929169,""geo"":{""city"":""Decatur"",""state"":""IL""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880581929169,""user_id"":""UA000000107395144""}"
UA000000107381632,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593879131589703,""event_timestamp"":1593880571611245,""geo"":{""city"":""New Braunfels"",""state"":""TX""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593879131589703,""user_id"":""UA000000107381632""}"
UA000000107395106,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880577822291,""geo"":{""city"":""Daly City"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880577822291,""user_id"":""UA000000107395106""}"
UA000000107395112,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880578440398,""geo"":{""city"":""Carlsbad"",""state"":""NM""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880578440398,""user_id"":""UA000000107395112""}"
UA000000107395155,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880582958927,""geo"":{""city"":""Chicago"",""state"":""IL""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880582958927,""user_id"":""UA000000107395155""}"
UA000000107373239,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593879521719910,""event_timestamp"":1593880578114314,""geo"":{""city"":""San Benito"",""state"":""TX""},""items"":[{""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795.0,""price_in_usd"":1795.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878201387904,""user_id"":""UA000000107373239""}"
UA000000107372351,"{""device"":""Android"",""ecommerce"":{},""event_name"":""reviews"",""event_previous_timestamp"":1593880065467771,""event_timestamp"":1593880578197926,""geo"":{""city"":""Fremont"",""state"":""CA""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593878103204052,""user_id"":""UA000000107372351""}"
UA000000107395155,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880582958927,""event_timestamp"":1593880585910005,""geo"":{""city"":""Chicago"",""state"":""IL""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880582958927,""user_id"":""UA000000107395155""}"
UA000000107373781,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880556789232,""event_timestamp"":1593880589428990,""geo"":{""city"":""Rocklin"",""state"":""CA""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878257481143,""user_id"":""UA000000107373781""}"
UA000000107383506,"{""device"":""Android"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593880542778403,""event_timestamp"":1593880587472749,""geo"":{""city"":""Kirkland"",""state"":""WA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879333416852,""user_id"":""UA000000107383506""}"
UA000000107395222,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880589285142,""geo"":{""city"":""Cape Coral"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880589285142,""user_id"":""UA000000107395222""}"
UA000000107395247,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880592239050,""geo"":{""city"":""Hearne"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880592239050,""user_id"":""UA000000107395247""}"
UA000000107395263,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880594670143,""geo"":{""city"":""Friendswood"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880594670143,""user_id"":""UA000000107395263""}"
UA000000107395200,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880586979135,""geo"":{""city"":""Topeka"",""state"":""KS""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880586979135,""user_id"":""UA000000107395200""}"
UA000000107395231,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880590830963,""geo"":{""city"":""Duncanville"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880590830963,""user_id"":""UA000000107395231""}"
UA000000106469936,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593599245867486,""event_timestamp"":1593880593239779,""geo"":{""city"":""Midland"",""state"":""TX""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593597556708334,""user_id"":""UA000000106469936""}"
UA000000107382322,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880419555826,""event_timestamp"":1593880595703181,""geo"":{""city"":""Fort Pierce"",""state"":""FL""},""items"":[{""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095.0,""price_in_usd"":1095.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879203428647,""user_id"":""UA000000107382322""}"
UA000000107391701,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_previous_timestamp"":1593880498698528,""event_timestamp"":1593880603242360,""geo"":{""city"":""Fremont"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880215681069,""user_id"":""UA000000107391701""}"
UA000000107395355,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880604865045,""geo"":{""city"":""Columbus"",""state"":""GA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880604865045,""user_id"":""UA000000107395355""}"
UA000000107395303,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880598679137,""geo"":{""city"":""Charlotte"",""state"":""NC""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880598679137,""user_id"":""UA000000107395303""}"
UA000000107382322,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880419555826,""event_timestamp"":1593880595703181,""geo"":{""city"":""Fort Pierce"",""state"":""FL""},""items"":[{""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095.0,""price_in_usd"":1095.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879203428647,""user_id"":""UA000000107382322""}"
UA000000107395340,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880602482649,""geo"":{""city"":""Boston"",""state"":""MA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880602482649,""user_id"":""UA000000107395340""}"
UA000000107390009,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""reviews"",""event_previous_timestamp"":1593880080879901,""event_timestamp"":1593880607061903,""geo"":{""city"":""Los Angeles"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880046445235,""user_id"":""UA000000107390009""}"
UA000000107380131,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593880521407865,""event_timestamp"":1593880609664609,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[{""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195.0,""price_in_usd"":1195.0,""quantity"":1},{""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59.0,""price_in_usd"":59.0,""quantity"":1},{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878970627903,""user_id"":""UA000000107380131""}"
UA000000107364645,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880550113625,""event_timestamp"":1593880605201613,""geo"":{""city"":""Fort Wayne"",""state"":""IN""},""items"":[{""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095.0,""price_in_usd"":1095.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593877254676846,""user_id"":""UA000000107364645""}"
UA000000107395385,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880607395213,""geo"":{""city"":""Colorado Springs"",""state"":""CO""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880607395213,""user_id"":""UA000000107395385""}"
UA000000107395391,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880608065858,""geo"":{""city"":""Mitchell"",""state"":""SD""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880608065858,""user_id"":""UA000000107395391""}"
UA000000107380180,"{""device"":""Android"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593879069745462,""event_timestamp"":1593880605480543,""geo"":{""city"":""Dallas"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878977123933,""user_id"":""UA000000107380180""}"
UA000000107384160,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593879407637240,""event_timestamp"":1593880607697359,""geo"":{""city"":""Fort Worth"",""state"":""TX""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879407637240,""user_id"":""UA000000107384160""}"
UA000000107395398,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880608666175,""geo"":{""city"":""Temecula"",""state"":""CA""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880608666175,""user_id"":""UA000000107395398""}"
UA000000107372842,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""guest"",""event_previous_timestamp"":1593880127940385,""event_timestamp"":1593880609422152,""geo"":{""city"":""Lewiston"",""state"":""ME""},""items"":[{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":1045.0,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593878162052188,""user_id"":""UA000000107372842""}"
UA000000107395417,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880610355731,""geo"":{""city"":""Sunrise"",""state"":""FL""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880610355731,""user_id"":""UA000000107395417""}"
UA000000107392672,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593880364022917,""event_timestamp"":1593880606602970,""geo"":{""city"":""Ogden"",""state"":""UT""},""items"":[{""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945.0,""price_in_usd"":945.0,""quantity"":1}],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880321809403,""user_id"":""UA000000107392672""}"
UA000000107394136,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593880477145661,""event_timestamp"":1593880606801698,""geo"":{""city"":""Middletown"",""state"":""KY""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880477145661,""user_id"":""UA000000107394136""}"
UA000000107388949,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""reviews"",""event_previous_timestamp"":1593880579649206,""event_timestamp"":1593880611575308,""geo"":{""city"":""Los Angeles"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879927662729,""user_id"":""UA000000107388949""}"
UA000000107395420,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880610558897,""geo"":{""city"":""River Oaks"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880610558897,""user_id"":""UA000000107395420""}"
UA000000107395424,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880610993176,""geo"":{""city"":""Remerton"",""state"":""GA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880610993176,""user_id"":""UA000000107395424""}"
UA000000107395432,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880611788386,""geo"":{""city"":""Arnold"",""state"":""MO""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880611788386,""user_id"":""UA000000107395432""}"
UA000000107361970,"{""device"":""Android"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593878826433752,""event_timestamp"":1593880612562419,""geo"":{""city"":""Hinesville"",""state"":""GA""},""items"":[{""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095.0,""price_in_usd"":1095.0,""quantity"":1},{""item_id"":""P_FOAM_K"",""item_name"":""King Foam Pillow"",""item_revenue_in_usd"":79.0,""price_in_usd"":79.0,""quantity"":1}],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593876964622338,""user_id"":""UA000000107361970""}"
UA000000107388221,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593879847713441,""event_timestamp"":1593880615086605,""geo"":{""city"":""Rochester"",""state"":""NY""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879847713441,""user_id"":""UA000000107388221""}"
UA000000107394152,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593880478300052,""event_timestamp"":1593880611335611,""geo"":{""city"":""Alexandria"",""state"":""VA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880478300052,""user_id"":""UA000000107394152""}"
UA000000107395112,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880578440398,""event_timestamp"":1593880614227508,""geo"":{""city"":""Carlsbad"",""state"":""NM""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880578440398,""user_id"":""UA000000107395112""}"
UA000000107395489,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880616363655,""geo"":{""city"":""Long Beach"",""state"":""CA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880616363655,""user_id"":""UA000000107395489""}"
UA000000107390077,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593880051341805,""event_timestamp"":1593880616954035,""geo"":{""city"":""Independence"",""state"":""OR""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880051341805,""user_id"":""UA000000107390077""}"
UA000000107355987,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593879152716755,""event_timestamp"":1593880617996063,""geo"":{""city"":""Frisco"",""state"":""TX""},""items"":[{""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095.0,""price_in_usd"":1095.0,""quantity"":1}],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593876269167805,""user_id"":""UA000000107355987""}"
UA000000107395526,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880621093042,""geo"":{""city"":""Pinellas Park"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880621093042,""user_id"":""UA000000107395526""}"
UA000000107395514,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880619816280,""geo"":{""city"":""Haverhill"",""state"":""MA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880619816280,""user_id"":""UA000000107395514""}"
UA000000107395532,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880622839579,""geo"":{""city"":""San Bernardino"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880622839579,""user_id"":""UA000000107395532""}"
UA000000107395424,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593880610993176,""event_timestamp"":1593880623020710,""geo"":{""city"":""Remerton"",""state"":""GA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880610993176,""user_id"":""UA000000107395424""}"
UA000000107395496,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880617341448,""geo"":{""city"":""Frederick"",""state"":""MD""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880617341448,""user_id"":""UA000000107395496""}"
UA000000107383284,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""register"",""event_previous_timestamp"":1593879636550254,""event_timestamp"":1593880618088306,""geo"":{""city"":""Columbus"",""state"":""GA""},""items"":[{""item_id"":""P_DOWN_S"",""item_name"":""Standard Down Pillow"",""item_revenue_in_usd"":119.0,""price_in_usd"":119.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879307247087,""user_id"":""UA000000107383284""}"
UA000000107395496,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880617341448,""geo"":{""city"":""Frederick"",""state"":""MD""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880617341448,""user_id"":""UA000000107395496""}"
UA000000107395514,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880619816280,""geo"":{""city"":""Haverhill"",""state"":""MA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880619816280,""user_id"":""UA000000107395514""}"
UA000000107383284,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""register"",""event_previous_timestamp"":1593879636550254,""event_timestamp"":1593880618088306,""geo"":{""city"":""Columbus"",""state"":""GA""},""items"":[{""item_id"":""P_DOWN_S"",""item_name"":""Standard Down Pillow"",""item_revenue_in_usd"":119.0,""price_in_usd"":119.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879307247087,""user_id"":""UA000000107383284""}"
UA000000107395594,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880629530072,""geo"":{""city"":""Lehi"",""state"":""UT""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880629530072,""user_id"":""UA000000107395594""}"
UA000000107395545,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880623934093,""geo"":{""city"":""Lynwood"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880623934093,""user_id"":""UA000000107395545""}"
UA000000107395545,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880623934093,""geo"":{""city"":""Lynwood"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880623934093,""user_id"":""UA000000107395545""}"
UA000000107395650,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880634498549,""geo"":{""city"":""Memphis"",""state"":""TN""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880634498549,""user_id"":""UA000000107395650""}"
UA000000107395652,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880634568591,""geo"":{""city"":""Tempe"",""state"":""AZ""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880634568591,""user_id"":""UA000000107395652""}"
UA000000107395607,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880630161567,""geo"":{""city"":""Midwest City"",""state"":""OK""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880630161567,""user_id"":""UA000000107395607""}"
UA000000107395627,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880631766424,""geo"":{""city"":""Sarasota"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880631766424,""user_id"":""UA000000107395627""}"
UA000000107395607,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880630161567,""geo"":{""city"":""Midwest City"",""state"":""OK""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880630161567,""user_id"":""UA000000107395607""}"
UA000000107395671,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880636368906,""geo"":{""city"":""Raleigh"",""state"":""NC""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880636368906,""user_id"":""UA000000107395671""}"
UA000000107355987,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""guest"",""event_previous_timestamp"":1593880617996063,""event_timestamp"":1593880639129366,""geo"":{""city"":""Frisco"",""state"":""TX""},""items"":[{""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095.0,""price_in_usd"":1095.0,""quantity"":1}],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593876269167805,""user_id"":""UA000000107355987""}"
UA000000107395728,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880641629224,""geo"":{""city"":""Estherville"",""state"":""IA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880641629224,""user_id"":""UA000000107395728""}"
UA000000107394152,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593880611335611,""event_timestamp"":1593880643196250,""geo"":{""city"":""Alexandria"",""state"":""VA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880478300052,""user_id"":""UA000000107394152""}"
UA000000107395750,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880643369479,""geo"":{""city"":""Hialeah"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880643369479,""user_id"":""UA000000107395750""}"
UA000000107395627,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880631766424,""geo"":{""city"":""Sarasota"",""state"":""FL""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880631766424,""user_id"":""UA000000107395627""}"
UA000000107395675,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880636563492,""geo"":{""city"":""Newcastle"",""state"":""WY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880636563492,""user_id"":""UA000000107395675""}"
UA000000107395800,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880648355708,""geo"":{""city"":""Fresno"",""state"":""CA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880648355708,""user_id"":""UA000000107395800""}"
UA000000107395749,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880643369331,""geo"":{""city"":""El Paso"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880643369331,""user_id"":""UA000000107395749""}"
UA000000107395804,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880648636306,""geo"":{""city"":""Fitchburg"",""state"":""MA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880648636306,""user_id"":""UA000000107395804""}"
UA000000107395432,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""foam"",""event_previous_timestamp"":1593880611788386,""event_timestamp"":1593880649172032,""geo"":{""city"":""Arnold"",""state"":""MO""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880611788386,""user_id"":""UA000000107395432""}"
UA000000107395671,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880636368906,""geo"":{""city"":""Raleigh"",""state"":""NC""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880636368906,""user_id"":""UA000000107395671""}"
UA000000107395675,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880636563492,""geo"":{""city"":""Newcastle"",""state"":""WY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880636563492,""user_id"":""UA000000107395675""}"
UA000000107355987,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""guest"",""event_previous_timestamp"":1593880617996063,""event_timestamp"":1593880639129366,""geo"":{""city"":""Frisco"",""state"":""TX""},""items"":[{""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095.0,""price_in_usd"":1095.0,""quantity"":1}],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593876269167805,""user_id"":""UA000000107355987""}"
UA000000107395817,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880650144161,""geo"":{""city"":""Chicago"",""state"":""IL""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880650144161,""user_id"":""UA000000107395817""}"
UA000000107395007,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""warranty"",""event_previous_timestamp"":1593880568688977,""event_timestamp"":1593880652150009,""geo"":{""city"":""Yonkers"",""state"":""NY""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880568688977,""user_id"":""UA000000107395007""}"
UA000000107395607,"{""device"":""Android"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593880630161567,""event_timestamp"":1593880651595247,""geo"":{""city"":""Midwest City"",""state"":""OK""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880630161567,""user_id"":""UA000000107395607""}"
UA000000107395839,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880651799234,""geo"":{""city"":""Phoenix"",""state"":""AZ""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880651799234,""user_id"":""UA000000107395839""}"
UA000000107335605,"{""device"":""macOS"",""ecommerce"":{""purchase_revenue_in_usd"":1695.0,""total_item_quantity"":1,""unique_items"":1},""event_name"":""finalize"",""event_previous_timestamp"":1593880512105741,""event_timestamp"":1593880653642424,""geo"":{""city"":""Frederick"",""state"":""MD""},""items"":[{""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1695.0,""price_in_usd"":1695.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593873851950592,""user_id"":""UA000000107335605""}"
